Date,Cow_ID,Breed,Milk_Yield_kg,Feed_Intake_kg,Lactation_Stage,Health_Score,Temperature_C,Humidity_%,Milk_Price_USD_per_kg,Revenue_USD,Feed_Cost_USD,Profit_USD
2021-12-22,Cow_33,Guernsey,27.33,16.49,Late,83,19.1,70.8,0.45,12.3,4.12,8.18
2021-12-22,Cow_34,Jersey,29.42,22.11,Late,71,19.1,70.8,0.45,13.24,5.53,7.71
2021-12-22,Cow_35,Brown Swiss,31.52,23.17,Mid,79,19.1,70.8,0.45,14.18,5.79,8.39
2021-12-22,Cow_36,Holstein,15.65,17.44,Mid,70,19.1,70.8,0.45,7.04,4.36,2.68
2021-12-22,Cow_37,Holstein,15.39,21.1,Late,76,19.1,70.8,0.45,6.93,5.28,1.65
2021-12-22,Cow_38,Holstein,11.69,20.11,Mid,82,19.1,70.8,0.45,5.26,5.03,0.23
2021-12-22,Cow_39,Brown Swiss,26.5,20.76,Mid,81,19.1,70.8,0.45,11.93,5.19,6.74
2021-12-22,Cow_40,Brown Swiss,24.81,20.35,Mid,97,19.1,70.8,0.45,11.16,5.09,6.07
2021-12-22,Cow_41,Brown Swiss,18.82,17.85,Mid,91,19.1,70.8,0.45,8.47,4.46,4.01
2021-12-22,Cow_42,Brown Swiss,21.2,19.72,Early,77,19.1,70.8,0.45,9.54,4.93,4.61
2021-12-22,Cow_43,Jersey,22.73,16.94,Late,98,19.1,70.8,0.45,10.23,4.24,5.99
2021-12-22,Cow_44,Jersey,18.67,20.55,Early,87,19.1,70.8,0.45,8.4,5.14,3.26
2021-12-22,Cow_45,Holstein,27.86,20.16,Early,96,19.1,70.8,0.45,12.54,5.04,7.5
2021-12-22,Cow_46,Holstein,22.7,13.04,Mid,77,19.1,70.8,0.45,10.21,3.26,6.95
2021-12-22,Cow_47,Jersey,22.81,19.11,Mid,87,19.1,70.8,0.45,10.26,4.78,5.48
2021-12-22,Cow_48,Brown Swiss,19.44,18.15,Late,85,19.1,70.8,0.45,8.75,4.54,4.21
2021-12-22,Cow_49,Holstein,24.42,21.02,Mid,92,19.1,70.8,0.45,10.99,5.25,5.74
2021-12-22,Cow_50,Guernsey,28.4,21.21,Late,77,19.1,70.8,0.45,12.78,5.3,7.48
2021-12-22,Cow_51,Jersey,24.93,20.18,Mid,82,19.1,70.8,0.45,11.22,5.04,6.18
2021-12-22,Cow_52,Holstein,24.93,21.67,Late,90,19.1,70.8,0.45,11.22,5.42,5.8
2021-12-22,Cow_53,Jersey,27.9,19.94,Late,98,19.1,70.8,0.45,12.55,4.99,7.56
2021-12-22,Cow_54,Jersey,23.05,24.83,Late,79,19.1,70.8,0.45,10.37,6.21,4.16
2021-12-22,Cow_55,Jersey,13.83,20.35,Early,77,19.1,70.8,0.45,6.22,5.09,1.13
2021-12-22,Cow_56,Jersey,30.63,20.55,Mid,84,19.1,70.8,0.45,13.78,5.14,8.64
2021-12-22,Cow_57,Jersey,25.5,22.34,Early,83,19.1,70.8,0.45,11.47,5.58,5.89
2021-12-22,Cow_58,Holstein,15.5,21.5,Late,95,19.1,70.8,0.45,6.98,5.38,1.6
2021-12-22,Cow_59,Guernsey,28.07,17.46,Mid,82,19.1,70.8,0.45,12.63,4.37,8.26
2021-12-22,Cow_60,Holstein,21.12,21.15,Early,79,19.1,70.8,0.45,9.5,5.29,4.21
2021-12-22,Cow_61,Holstein,18.86,16.46,Early,86,19.1,70.8,0.45,8.49,4.12,4.37
2021-12-22,Cow_62,Holstein,28.08,18.23,Mid,71,19.1,70.8,0.45,12.64,4.56,8.08
2021-12-22,Cow_63,Jersey,27.55,18.34,Late,75,19.1,70.8,0.45,12.4,4.58,7.82
2021-12-22,Cow_64,Brown Swiss,14.42,24.51,Late,81,19.1,70.8,0.45,6.49,6.13,0.36
2021-12-22,Cow_65,Holstein,18.61,17.01,Mid,88,19.1,70.8,0.45,8.37,4.25,4.12
2021-12-22,Cow_66,Holstein,18.75,15.76,Early,94,19.1,70.8,0.45,8.44,3.94,4.5
2021-12-22,Cow_67,Guernsey,19.66,17.44,Mid,73,19.1,70.8,0.45,8.85,4.36,4.49
2021-12-22,Cow_68,Brown Swiss,22.78,17.96,Mid,88,19.1,70.8,0.45,10.25,4.49,5.76
2021-12-22,Cow_69,Holstein,19.21,19.85,Early,97,19.1,70.8,0.45,8.64,4.96,3.68
2021-12-22,Cow_70,Holstein,17.65,20.03,Mid,97,19.1,70.8,0.45,7.94,5.01,2.93
2021-12-22,Cow_71,Brown Swiss,20.44,19.85,Mid,95,19.1,70.8,0.45,9.2,4.96,4.24
2021-12-22,Cow_72,Brown Swiss,28.98,18.94,Early,93,19.1,70.8,0.45,13.04,4.74,8.3
2021-12-22,Cow_73,Jersey,30.58,13.17,Mid,87,19.1,70.8,0.45,13.76,3.29,10.47
2021-12-22,Cow_74,Guernsey,25.68,17.45,Mid,75,19.1,70.8,0.45,11.56,4.36,7.2
2021-12-22,Cow_75,Holstein,17.75,23.1,Mid,87,19.1,70.8,0.45,7.99,5.78,2.21
2021-12-22,Cow_76,Guernsey,23.87,19.19,Early,75,19.1,70.8,0.45,10.74,4.8,5.94
2021-12-22,Cow_77,Holstein,21.65,23.26,Late,87,19.1,70.8,0.45,9.74,5.82,3.92
2021-12-22,Cow_78,Jersey,32.71,17.38,Mid,70,19.1,70.8,0.45,14.72,4.34,10.38
2021-12-22,Cow_79,Guernsey,23.25,13.56,Late,73,19.1,70.8,0.45,10.46,3.39,7.07
2021-12-22,Cow_80,Brown Swiss,28.37,17.09,Early,90,19.1,70.8,0.45,12.77,4.27,8.5
2021-12-22,Cow_81,Guernsey,27.34,19.36,Early,91,19.1,70.8,0.45,12.3,4.84,7.46
2021-12-22,Cow_82,Holstein,14.66,18.88,Mid,99,19.1,70.8,0.45,6.6,4.72,1.88
2021-12-22,Cow_83,Jersey,29.01,23.48,Late,73,19.1,70.8,0.45,13.05,5.87,7.18
2021-12-22,Cow_84,Holstein,34.37,20.66,Mid,86,19.1,70.8,0.45,15.47,5.17,10.3
2021-12-22,Cow_85,Holstein,23.51,21.4,Late,85,19.1,70.8,0.45,10.58,5.35,5.23
2021-12-22,Cow_86,Guernsey,22.94,26.23,Early,82,19.1,70.8,0.45,10.32,6.56,3.76
2021-12-22,Cow_87,Guernsey,20.7,17.88,Mid,73,19.1,70.8,0.45,9.31,4.47,4.84
2021-12-22,Cow_88,Guernsey,31.61,12.93,Early,88,19.1,70.8,0.45,14.22,3.23,10.99
2021-12-22,Cow_89,Guernsey,23.34,21.13,Mid,98,19.1,70.8,0.45,10.5,5.28,5.22
2021-12-22,Cow_90,Guernsey,27.33,18.9,Mid,86,19.1,70.8,0.45,12.3,4.72,7.58
2021-12-22,Cow_91,Jersey,23.59,21.75,Early,91,19.1,70.8,0.45,10.62,5.44,5.18
2021-12-22,Cow_92,Jersey,20.36,20.34,Mid,76,19.1,70.8,0.45,9.16,5.08,4.08
2021-12-22,Cow_93,Guernsey,14.76,17.95,Early,70,19.1,70.8,0.45,6.64,4.49,2.15
2021-12-22,Cow_94,Brown Swiss,21.98,19.17,Mid,75,19.1,70.8,0.45,9.89,4.79,5.1
2021-12-22,Cow_95,Holstein,18.47,20.17,Mid,90,19.1,70.8,0.45,8.31,5.04,3.27
2021-12-22,Cow_96,Brown Swiss,28.72,18.99,Mid,96,19.1,70.8,0.45,12.92,4.75,8.17
2021-12-22,Cow_97,Holstein,22.86,20.08,Late,91,19.1,70.8,0.45,10.29,5.02,5.27
2021-12-22,Cow_98,Brown Swiss,26.14,17.66,Early,99,19.1,70.8,0.45,11.76,4.42,7.34
2021-12-22,Cow_99,Brown Swiss,16.06,18.37,Early,98,19.1,70.8,0.45,7.23,4.59,2.64
2021-12-22,Cow_100,Guernsey,23.9,25.06,Late,83,19.1,70.8,0.45,10.75,6.26,4.49
2021-12-23,Cow_1,Jersey,19.59,20.94,Late,78,15.7,77.4,0.45,8.82,5.24,3.58
2021-12-23,Cow_2,Brown Swiss,38.63,16.87,Mid,99,15.7,77.4,0.45,17.38,4.22,13.16
2021-12-23,Cow_3,Jersey,27.44,19.15,Early,91,15.7,77.4,0.45,12.35,4.79,7.56
2021-12-23,Cow_4,Jersey,28.68,17.65,Early,72,15.7,77.4,0.45,12.91,4.41,8.5
2021-12-23,Cow_5,Guernsey,25.94,14.94,Late,82,15.7,77.4,0.45,11.67,3.73,7.94
2021-12-23,Cow_6,Brown Swiss,15.22,21.76,Mid,93,15.7,77.4,0.45,6.85,5.44,1.41
2021-12-23,Cow_7,Holstein,19.35,21.43,Early,93,15.7,77.4,0.45,8.71,5.36,3.35
2021-12-23,Cow_8,Jersey,24.49,19.67,Early,96,15.7,77.4,0.45,11.02,4.92,6.1
2021-12-23,Cow_9,Guernsey,22.07,16.87,Late,74,15.7,77.4,0.45,9.93,4.22,5.71
2021-12-23,Cow_10,Guernsey,21.26,16.22,Mid,76,15.7,77.4,0.45,9.57,4.05,5.52
2021-12-23,Cow_11,Guernsey,22.35,17.29,Late,85,15.7,77.4,0.45,10.06,4.32,5.74
2021-12-23,Cow_12,Jersey,21.88,16.98,Late,92,15.7,77.4,0.45,9.85,4.25,5.6
2021-12-23,Cow_13,Guernsey,24.76,23.79,Mid,73,15.7,77.4,0.45,11.14,5.95,5.19
2021-12-23,Cow_14,Guernsey,25.34,15.95,Early,89,15.7,77.4,0.45,11.4,3.99,7.41
2021-12-23,Cow_15,Brown Swiss,14.65,20.41,Mid,71,15.7,77.4,0.45,6.59,5.1,1.49
2021-12-23,Cow_16,Jersey,21.92,23.07,Mid,88,15.7,77.4,0.45,9.86,5.77,4.09
2021-12-23,Cow_17,Brown Swiss,24.45,19.27,Late,86,15.7,77.4,0.45,11.0,4.82,6.18
2021-12-23,Cow_18,Jersey,11.14,17.44,Early,74,15.7,77.4,0.45,5.01,4.36,0.65
2021-12-23,Cow_19,Brown Swiss,12.88,14.76,Mid,73,15.7,77.4,0.45,5.8,3.69,2.11
2021-12-23,Cow_20,Brown Swiss,19.93,22.74,Late,97,15.7,77.4,0.45,8.97,5.68,3.29
2021-12-23,Cow_21,Holstein,16.85,21.39,Mid,84,15.7,77.4,0.45,7.58,5.35,2.23
2021-12-23,Cow_22,Guernsey,20.29,23.04,Early,82,15.7,77.4,0.45,9.13,5.76,3.37
2021-12-23,Cow_23,Brown Swiss,18.69,24.72,Late,82,15.7,77.4,0.45,8.41,6.18,2.23
2021-12-23,Cow_24,Guernsey,26.56,17.77,Late,87,15.7,77.4,0.45,11.95,4.44,7.51
2021-12-23,Cow_25,Jersey,23.91,18.06,Early,74,15.7,77.4,0.45,10.76,4.51,6.25
2021-12-23,Cow_26,Guernsey,20.19,15.93,Mid,78,15.7,77.4,0.45,9.09,3.98,5.11
2021-12-23,Cow_27,Guernsey,19.83,27.85,Late,87,15.7,77.4,0.45,8.92,6.96,1.96
2021-12-23,Cow_28,Brown Swiss,26.14,20.43,Early,86,15.7,77.4,0.45,11.76,5.11,6.65
2021-12-23,Cow_29,Brown Swiss,21.04,22.86,Mid,83,15.7,77.4,0.45,9.47,5.71,3.76
2021-12-23,Cow_30,Jersey,25.93,21.04,Mid,90,15.7,77.4,0.45,11.67,5.26,6.41
2021-12-23,Cow_31,Holstein,18.3,19.95,Mid,80,15.7,77.4,0.45,8.24,4.99,3.25
2021-12-23,Cow_32,Brown Swiss,21.64,19.88,Early,78,15.7,77.4,0.45,9.74,4.97,4.77
2021-12-23,Cow_33,Guernsey,22.06,22.36,Late,84,15.7,77.4,0.45,9.93,5.59,4.34
2021-12-23,Cow_34,Jersey,25.56,21.4,Late,89,15.7,77.4,0.45,11.5,5.35,6.15
2021-12-23,Cow_35,Brown Swiss,22.17,22.41,Mid,96,15.7,77.4,0.45,9.98,5.6,4.38
2021-12-23,Cow_36,Holstein,23.01,19.81,Early,77,15.7,77.4,0.45,10.35,4.95,5.4
2021-12-23,Cow_37,Holstein,20.39,18.63,Early,70,15.7,77.4,0.45,9.18,4.66,4.52
2021-12-23,Cow_38,Holstein,23.48,21.22,Late,96,15.7,77.4,0.45,10.57,5.3,5.27
2021-12-23,Cow_39,Brown Swiss,18.25,14.01,Early,86,15.7,77.4,0.45,8.21,3.5,4.71
2021-12-23,Cow_40,Brown Swiss,23.54,17.96,Early,80,15.7,77.4,0.45,10.59,4.49,6.1
2021-12-23,Cow_41,Brown Swiss,17.73,14.6,Early,84,15.7,77.4,0.45,7.98,3.65,4.33
2021-12-23,Cow_42,Brown Swiss,17.01,20.18,Late,90,15.7,77.4,0.45,7.65,5.04,2.61
2021-12-23,Cow_43,Jersey,21.09,23.4,Early,89,15.7,77.4,0.45,9.49,5.85,3.64
2021-12-23,Cow_44,Jersey,17.27,19.85,Late,74,15.7,77.4,0.45,7.77,4.96,2.81
2021-12-23,Cow_45,Holstein,16.16,15.71,Late,97,15.7,77.4,0.45,7.27,3.93,3.34
2021-12-23,Cow_46,Holstein,19.13,18.52,Early,81,15.7,77.4,0.45,8.61,4.63,3.98
2021-12-23,Cow_47,Jersey,20.8,19.81,Mid,74,15.7,77.4,0.45,9.36,4.95,4.41
2021-12-23,Cow_48,Brown Swiss,25.86,23.19,Early,72,15.7,77.4,0.45,11.64,5.8,5.84
2021-12-23,Cow_49,Holstein,24.76,21.78,Late,96,15.7,77.4,0.45,11.14,5.45,5.69
2021-12-23,Cow_50,Guernsey,21.69,19.86,Early,73,15.7,77.4,0.45,9.76,4.96,4.8
2021-12-23,Cow_51,Jersey,20.2,19.61,Early,86,15.7,77.4,0.45,9.09,4.9,4.19
2021-12-23,Cow_52,Holstein,18.49,19.44,Mid,80,15.7,77.4,0.45,8.32,4.86,3.46
2021-12-23,Cow_53,Jersey,18.64,24.74,Mid,87,15.7,77.4,0.45,8.39,6.18,2.21
2021-12-23,Cow_54,Jersey,27.65,20.82,Mid,86,15.7,77.4,0.45,12.44,5.21,7.23
2021-12-23,Cow_55,Jersey,21.31,23.4,Late,83,15.7,77.4,0.45,9.59,5.85,3.74
2021-12-23,Cow_56,Jersey,10.74,25.32,Late,72,15.7,77.4,0.45,4.83,6.33,-1.5
2021-12-23,Cow_57,Jersey,23.46,19.9,Early,96,15.7,77.4,0.45,10.56,4.97,5.59
2021-12-23,Cow_58,Holstein,18.15,17.75,Late,83,15.7,77.4,0.45,8.17,4.44,3.73
2021-12-23,Cow_59,Guernsey,24.83,18.1,Late,88,15.7,77.4,0.45,11.17,4.53,6.64
2021-12-23,Cow_60,Holstein,15.35,17.12,Mid,92,15.7,77.4,0.45,6.91,4.28,2.63
2021-12-23,Cow_61,Holstein,20.71,19.43,Mid,71,15.7,77.4,0.45,9.32,4.86,4.46
2021-12-23,Cow_62,Holstein,23.52,23.21,Late,79,15.7,77.4,0.45,10.58,5.8,4.78
2021-12-23,Cow_63,Jersey,20.99,17.27,Mid,95,15.7,77.4,0.45,9.45,4.32,5.13
2021-12-23,Cow_64,Brown Swiss,26.01,17.36,Mid,85,15.7,77.4,0.45,11.7,4.34,7.36
2021-12-23,Cow_65,Holstein,24.64,18.14,Mid,97,15.7,77.4,0.45,11.09,4.54,6.55
2021-12-23,Cow_66,Holstein,18.0,18.17,Early,83,15.7,77.4,0.45,8.1,4.54,3.56
2021-12-23,Cow_67,Guernsey,24.86,25.74,Late,79,15.7,77.4,0.45,11.19,6.43,4.76
2021-12-23,Cow_68,Brown Swiss,21.99,19.04,Late,99,15.7,77.4,0.45,9.9,4.76,5.14
2021-12-23,Cow_69,Holstein,22.84,23.33,Late,74,15.7,77.4,0.45,10.28,5.83,4.45
2021-12-23,Cow_70,Holstein,24.69,21.92,Early,71,15.7,77.4,0.45,11.11,5.48,5.63
2021-12-23,Cow_71,Brown Swiss,22.37,22.77,Late,89,15.7,77.4,0.45,10.07,5.69,4.38
2021-12-23,Cow_72,Brown Swiss,20.29,21.78,Late,82,15.7,77.4,0.45,9.13,5.45,3.68
2021-12-23,Cow_73,Jersey,16.36,19.35,Early,75,15.7,77.4,0.45,7.36,4.84,2.52
2021-12-23,Cow_74,Guernsey,19.78,20.42,Early,87,15.7,77.4,0.45,8.9,5.11,3.79
2021-12-23,Cow_75,Holstein,21.73,21.48,Mid,98,15.7,77.4,0.45,9.78,5.37,4.41
2021-12-23,Cow_76,Guernsey,25.27,19.51,Early,71,15.7,77.4,0.45,11.37,4.88,6.49
2021-12-23,Cow_77,Holstein,20.67,17.93,Mid,73,15.7,77.4,0.45,9.3,4.48,4.82
2021-12-23,Cow_78,Jersey,23.01,21.96,Late,84,15.7,77.4,0.45,10.35,5.49,4.86
2021-12-23,Cow_79,Guernsey,20.22,23.23,Late,82,15.7,77.4,0.45,9.1,5.81,3.29
2021-12-23,Cow_80,Brown Swiss,20.61,18.24,Mid,99,15.7,77.4,0.45,9.27,4.56,4.71
2021-12-23,Cow_81,Guernsey,24.42,15.78,Early,95,15.7,77.4,0.45,10.99,3.94,7.05
2021-12-23,Cow_82,Holstein,24.0,14.67,Early,74,15.7,77.4,0.45,10.8,3.67,7.13
2021-12-23,Cow_83,Jersey,31.24,19.26,Early,91,15.7,77.4,0.45,14.06,4.82,9.24
2021-12-23,Cow_84,Holstein,28.37,23.31,Early,70,15.7,77.4,0.45,12.77,5.83,6.94
2021-12-23,Cow_85,Holstein,20.58,18.79,Late,74,15.7,77.4,0.45,9.26,4.7,4.56
2021-12-23,Cow_86,Guernsey,25.18,17.78,Late,77,15.7,77.4,0.45,11.33,4.45,6.88
2021-12-23,Cow_87,Guernsey,23.22,17.89,Mid,83,15.7,77.4,0.45,10.45,4.47,5.98
2021-12-23,Cow_88,Guernsey,21.99,22.83,Mid,89,15.7,77.4,0.45,9.9,5.71,4.19
2021-12-23,Cow_89,Guernsey,17.39,15.47,Late,79,15.7,77.4,0.45,7.83,3.87,3.96
2021-12-23,Cow_90,Guernsey,20.65,20.46,Late,96,15.7,77.4,0.45,9.29,5.12,4.17
2021-12-23,Cow_91,Jersey,18.33,16.38,Late,94,15.7,77.4,0.45,8.25,4.09,4.16
2021-12-23,Cow_92,Jersey,22.12,16.3,Mid,97,15.7,77.4,0.45,9.95,4.08,5.87
2021-12-23,Cow_93,Guernsey,24.33,18.73,Mid,98,15.7,77.4,0.45,10.95,4.68,6.27
2021-12-23,Cow_94,Brown Swiss,17.52,21.39,Early,99,15.7,77.4,0.45,7.88,5.35,2.53
2021-12-23,Cow_95,Holstein,26.87,17.12,Early,98,15.7,77.4,0.45,12.09,4.28,7.81
2021-12-23,Cow_96,Brown Swiss,20.8,18.66,Mid,75,15.7,77.4,0.45,9.36,4.67,4.69
2021-12-23,Cow_97,Holstein,24.42,20.25,Early,70,15.7,77.4,0.45,10.99,5.06,5.93
2021-12-23,Cow_98,Brown Swiss,26.75,22.31,Late,79,15.7,77.4,0.45,12.04,5.58,6.46
2021-12-23,Cow_99,Brown Swiss,22.82,17.9,Early,71,15.7,77.4,0.45,10.27,4.47,5.8
2021-12-23,Cow_100,Guernsey,21.99,22.13,Late,85,15.7,77.4,0.45,9.9,5.53,4.37
2021-12-24,Cow_1,Jersey,28.43,19.54,Mid,84,20.8,66.6,0.45,12.79,4.88,7.91
2021-12-24,Cow_2,Brown Swiss,22.75,19.82,Late,79,20.8,66.6,0.45,10.24,4.96,5.28
2021-12-24,Cow_3,Jersey,16.02,16.04,Early,81,20.8,66.6,0.45,7.21,4.01,3.2
2021-12-24,Cow_4,Jersey,22.84,17.79,Mid,72,20.8,66.6,0.45,10.28,4.45,5.83
2021-12-24,Cow_5,Guernsey,21.27,21.92,Mid,76,20.8,66.6,0.45,9.57,5.48,4.09
2021-12-24,Cow_6,Brown Swiss,20.36,21.3,Early,76,20.8,66.6,0.45,9.16,5.33,3.83
2021-12-24,Cow_7,Holstein,23.72,19.43,Early,83,20.8,66.6,0.45,10.67,4.86,5.81
2021-12-24,Cow_8,Jersey,21.85,21.68,Late,97,20.8,66.6,0.45,9.83,5.42,4.41
2021-12-24,Cow_9,Guernsey,26.15,21.69,Late,73,20.8,66.6,0.45,11.77,5.42,6.35
2021-12-24,Cow_10,Guernsey,25.6,24.8,Mid,80,20.8,66.6,0.45,11.52,6.2,5.32
2021-12-24,Cow_11,Guernsey,10.98,18.93,Early,91,20.8,66.6,0.45,4.94,4.73,0.21
2021-12-24,Cow_12,Jersey,29.77,23.23,Early,87,20.8,66.6,0.45,13.4,5.81,7.59
2021-12-24,Cow_13,Guernsey,23.95,17.67,Late,90,20.8,66.6,0.45,10.78,4.42,6.36
2021-12-24,Cow_14,Guernsey,19.15,22.48,Late,90,20.8,66.6,0.45,8.62,5.62,3.0
2021-12-24,Cow_15,Brown Swiss,28.01,24.15,Early,74,20.8,66.6,0.45,12.6,6.04,6.56
2021-12-24,Cow_16,Jersey,28.57,20.61,Late,85,20.8,66.6,0.45,12.86,5.15,7.71
2021-12-24,Cow_17,Brown Swiss,15.75,21.52,Mid,89,20.8,66.6,0.45,7.09,5.38,1.71
2021-12-24,Cow_18,Jersey,26.3,19.51,Early,91,20.8,66.6,0.45,11.84,4.88,6.96
2021-12-24,Cow_19,Brown Swiss,22.41,19.03,Late,87,20.8,66.6,0.45,10.08,4.76,5.32
2021-12-24,Cow_20,Brown Swiss,27.88,24.7,Early,81,20.8,66.6,0.45,12.55,6.17,6.38
2021-12-24,Cow_21,Holstein,21.36,28.62,Late,87,20.8,66.6,0.45,9.61,7.16,2.45
2021-12-24,Cow_22,Guernsey,23.74,23.88,Mid,73,20.8,66.6,0.45,10.68,5.97,4.71
2021-12-24,Cow_23,Brown Swiss,20.2,17.86,Late,80,20.8,66.6,0.45,9.09,4.46,4.63
2021-12-24,Cow_24,Guernsey,21.72,19.88,Late,92,20.8,66.6,0.45,9.77,4.97,4.8
2021-12-24,Cow_25,Jersey,17.09,19.8,Early,89,20.8,66.6,0.45,7.69,4.95,2.74
2021-12-24,Cow_26,Guernsey,23.97,14.94,Late,75,20.8,66.6,0.45,10.79,3.73,7.06
2021-12-24,Cow_27,Guernsey,23.81,20.94,Mid,77,20.8,66.6,0.45,10.71,5.24,5.47
2021-12-24,Cow_28,Brown Swiss,22.74,21.57,Mid,83,20.8,66.6,0.45,10.23,5.39,4.84
2021-12-24,Cow_29,Brown Swiss,23.33,16.04,Late,99,20.8,66.6,0.45,10.5,4.01,6.49
2021-12-24,Cow_30,Jersey,25.88,18.64,Mid,95,20.8,66.6,0.45,11.65,4.66,6.99
2021-12-24,Cow_31,Holstein,26.21,20.94,Late,95,20.8,66.6,0.45,11.79,5.24,6.55
2021-12-24,Cow_32,Brown Swiss,21.37,18.75,Early,91,20.8,66.6,0.45,9.62,4.69,4.93
2021-12-24,Cow_33,Guernsey,22.78,19.12,Early,92,20.8,66.6,0.45,10.25,4.78,5.47
2021-12-24,Cow_34,Jersey,22.07,19.97,Early,80,20.8,66.6,0.45,9.93,4.99,4.94
2021-12-24,Cow_35,Brown Swiss,22.95,24.48,Early,75,20.8,66.6,0.45,10.33,6.12,4.21
2021-12-24,Cow_36,Holstein,25.72,19.88,Mid,90,20.8,66.6,0.45,11.57,4.97,6.6
2021-12-24,Cow_37,Holstein,26.8,16.78,Early,90,20.8,66.6,0.45,12.06,4.2,7.86
2021-12-24,Cow_38,Holstein,23.93,15.53,Mid,95,20.8,66.6,0.45,10.77,3.88,6.89
2021-12-24,Cow_39,Brown Swiss,22.05,23.73,Early,87,20.8,66.6,0.45,9.92,5.93,3.99
2021-12-24,Cow_40,Brown Swiss,31.22,15.57,Late,82,20.8,66.6,0.45,14.05,3.89,10.16
2021-12-24,Cow_41,Brown Swiss,13.27,19.93,Late,90,20.8,66.6,0.45,5.97,4.98,0.99
2021-12-24,Cow_42,Brown Swiss,25.13,17.98,Early,72,20.8,66.6,0.45,11.31,4.5,6.81
2021-12-24,Cow_43,Jersey,23.64,14.01,Late,89,20.8,66.6,0.45,10.64,3.5,7.14
2021-12-24,Cow_44,Jersey,31.4,20.88,Late,97,20.8,66.6,0.45,14.13,5.22,8.91
2021-12-24,Cow_45,Holstein,26.13,23.87,Mid,72,20.8,66.6,0.45,11.76,5.97,5.79
2021-12-24,Cow_46,Holstein,23.09,19.36,Early,95,20.8,66.6,0.45,10.39,4.84,5.55
2021-12-24,Cow_47,Jersey,25.81,8.43,Early,76,20.8,66.6,0.45,11.61,2.11,9.5
2021-12-24,Cow_48,Brown Swiss,27.1,16.15,Late,75,20.8,66.6,0.45,12.2,4.04,8.16
2021-12-24,Cow_49,Holstein,21.94,16.6,Mid,90,20.8,66.6,0.45,9.87,4.15,5.72
2021-12-24,Cow_50,Guernsey,22.98,20.71,Early,88,20.8,66.6,0.45,10.34,5.18,5.16
2021-12-24,Cow_51,Jersey,21.49,16.77,Early,74,20.8,66.6,0.45,9.67,4.19,5.48
2021-12-24,Cow_52,Holstein,24.5,18.44,Mid,73,20.8,66.6,0.45,11.03,4.61,6.42
2021-12-24,Cow_53,Jersey,27.7,17.63,Mid,96,20.8,66.6,0.45,12.46,4.41,8.05
2021-12-24,Cow_54,Jersey,25.52,22.08,Early,82,20.8,66.6,0.45,11.48,5.52,5.96
2021-12-24,Cow_55,Jersey,21.4,22.43,Mid,82,20.8,66.6,0.45,9.63,5.61,4.02
2021-12-24,Cow_56,Jersey,23.46,23.39,Late,82,20.8,66.6,0.45,10.56,5.85,4.71
2021-12-24,Cow_57,Jersey,22.93,18.87,Mid,91,20.8,66.6,0.45,10.32,4.72,5.6
2021-12-24,Cow_58,Holstein,24.2,23.42,Early,84,20.8,66.6,0.45,10.89,5.86,5.03
2021-12-24,Cow_59,Guernsey,19.36,15.7,Mid,93,20.8,66.6,0.45,8.71,3.92,4.79
2021-12-24,Cow_60,Holstein,15.08,18.65,Mid,80,20.8,66.6,0.45,6.79,4.66,2.13
2021-12-24,Cow_61,Holstein,21.59,16.3,Mid,71,20.8,66.6,0.45,9.72,4.08,5.64
2021-12-24,Cow_62,Holstein,26.12,24.79,Late,75,20.8,66.6,0.45,11.75,6.2,5.55
2021-12-24,Cow_63,Jersey,18.05,19.4,Mid,73,20.8,66.6,0.45,8.12,4.85,3.27
2021-12-24,Cow_64,Brown Swiss,24.27,25.53,Mid,75,20.8,66.6,0.45,10.92,6.38,4.54
2021-12-24,Cow_65,Holstein,14.55,16.14,Mid,99,20.8,66.6,0.45,6.55,4.04,2.51
2021-12-24,Cow_66,Holstein,23.74,20.39,Late,98,20.8,66.6,0.45,10.68,5.1,5.58
2021-12-24,Cow_67,Guernsey,19.86,16.72,Late,89,20.8,66.6,0.45,8.94,4.18,4.76
2021-12-24,Cow_68,Brown Swiss,33.57,23.37,Mid,92,20.8,66.6,0.45,15.11,5.84,9.27
2021-12-24,Cow_69,Holstein,29.0,21.22,Mid,91,20.8,66.6,0.45,13.05,5.3,7.75
2021-12-24,Cow_70,Holstein,25.15,20.88,Mid,80,20.8,66.6,0.45,11.32,5.22,6.1
2021-12-24,Cow_71,Brown Swiss,20.48,18.65,Late,97,20.8,66.6,0.45,9.22,4.66,4.56
2021-12-24,Cow_72,Brown Swiss,23.34,12.39,Mid,96,20.8,66.6,0.45,10.5,3.1,7.4
2021-12-24,Cow_73,Jersey,27.07,21.86,Late,82,20.8,66.6,0.45,12.18,5.46,6.72
2021-12-24,Cow_74,Guernsey,25.88,16.51,Late,72,20.8,66.6,0.45,11.65,4.13,7.52
2021-12-24,Cow_75,Holstein,29.78,17.82,Mid,88,20.8,66.6,0.45,13.4,4.46,8.94
2021-12-24,Cow_76,Guernsey,22.47,22.59,Mid,83,20.8,66.6,0.45,10.11,5.65,4.46
2021-12-24,Cow_77,Holstein,21.75,20.02,Mid,84,20.8,66.6,0.45,9.79,5.0,4.79
2021-12-24,Cow_78,Jersey,15.77,16.68,Early,77,20.8,66.6,0.45,7.1,4.17,2.93
